sample	H9.24h_066	H9.96h_029	H9.96h_180	H9.96h_095	H9.72h_094	H9.96h_056	H9.96h_165	H9.72h_050	H9.00hb4s_067	H9.72h_072	H9.12h_103	H9.96h_023	H9.36h_110	H9.24h_052	H9.72h_125	H9.96h_184	H9.36h_058	H9.96h_182	H9.72h_128	H9.96h_146	H9.96h_110	H9.96h_072	H9.72h_106	H9.72h_086	H9.36h_086	H9.36h_084	H9.96h_056	H9.72h_097	H9.00hb4s_056	H9.00hb4s_084	H9.24h_063	H9.96h_123	H9.00hb4s_058	H9.36h_112	H9.24h_054	H9.36h_163	H9.36h_083	H9.96h_179	H9.72h_034	H9.00hb4s_045	H9.00hb4s_096	H9.36h_010	H9.72h_068	H9.36h_029	H9.24h_029	H9.36h_147	H9.12h_062	H9.12h_043	H9.96h_104	H9.36h_103	H9.24h_021	H9.96h_192	H9.36h_126	H9.36h_171	H9.72h_105	H9.96h_040	H9.00hb4s_072	H9.72h_016	H9.12h_005	H9.36h_101	H9.00hb4s_087	H9.00hb4s_067	H9.96h_021	H9.72h_077	H9.36h_109	H9.00hb4s_053	H9.36h_119	H9.96h_184	H9.72h_029	H9.96h_059	H9.72h_040	H9.36h_170	H9.96h_039	H9.96h_116	H9.96h_169	H9.96h_175	H9.00hb4s_078	H9.96h_113	H9.36h_103	H9.36h_176	H9.96h_182	H9.36h_092	H9.96h_015	H9.96h_081	H9.96h_158	H9.36h_074	H9.36h_159	H9.24h_075	H9.72h_113	H9.12h_038	H9.96h_098	H9.24h_026	H9.72h_035	H9.24h_033	H9.00hb4s_016	H9.96h_114	H9.72h_087	H9.96h_160	H9.36h_096	H9.72h_111
FAM19A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5699	0.0	0.0	0.0	0.0	6.4757	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM218A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM46A	0.0	1.585	9.3859	0.0	8.844	8.0661	7.1293	7.3576	3.9069	3.3434	0.0	0.0	4.9069	2.0	5.5546	10.4061	0.0	2.3219	2.585	1.0	2.0	10.29	8.3667	0.0	7.1898	8.3448	8.0661	10.9765	5.3923	0.0	0.0	0.0	0.0	4.585	0.0	0.0	1.585	0.0	7.0112	0.0	0.0	1.0	6.9658	0.0	0.0	2.3219	9.6762	0.0	0.0	0.0	0.0	6.8329	0.0	3.0	7.3663	6.5999	0.0	0.0	0.0	0.0	7.6221	3.9069	2.0	0.0	4.585	1.585	0.0	10.4061	0.0	5.2095	0.0	0.0	9.4512	7.1699	1.0	1.0	0.0	0.0	0.0	6.4429	2.3219	5.8329	3.7004	5.3576	0.0	2.0	6.0224	0.0	0.0	0.0	6.3038	0.0	3.3219	0.0	0.0	7.0	1.585	8.0661	0.0	8.4263
FAM72D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1719	0.0	0.0	0.0	5.4253	3.8053	0.0	0.0	3.6713	0.0	2.5777	0.0	0.0	0.0	0.0	0.0	0.4542	3.5753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6776	0.0	0.0	3.3161	0.0	0.0	0.0	0.0	7.8657	5.3092	0.0	0.0	0.0	0.0	7.2998	0.0	6.6463	0.0	3.2063	0.0	7.4064	2.101	2.4542	0.0	5.8068	7.1719	0.0	0.0	0.0	0.0	3.6871	0.0	0.0	4.2257	0.0	0.0	8.0189	0.0	4.8074	0.0	0.0	0.0	0.0	3.9919	0.0	0.0	0.0	0.0	7.2832	5.4512	0.0	5.4594	0.0	0.0	0.0	0.0	0.0	0.0	3.7004	0.0	0.0	0.0	0.0	0.0
FAS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGD4	1.7698	0.0	2.263	2.441	2.266	1.0	2.1177	1.7655	8.7757	1.0	0.0	1.0	3.3291	1.585	2.7634	2.3045	2.0807	7.735	3.1043	0.0	1.5261	2.3219	8.0073	6.1914	0.1763	3.6088	1.0	1.585	2.6531	8.2623	6.3085	3.4555	7.2429	4.2861	2.7398	4.3255	3.3016	1.9373	2.7655	3.5583	6.488	4.2396	6.2547	2.1603	4.1506	2.8258	8.7911	0.0	3.0144	6.1813	5.2261	0.0	2.1375	2.9561	2.905	1.0072	5.5577	5.3431	3.1699	3.8709	5.6194	8.7757	6.2789	1.1043	3.5521	1.8992	0.4647	2.3045	3.1683	0.0	4.126	2.7929	1.0144	2.844	1.0841	2.7312	5.135	3.1969	6.1813	0.0	7.735	0.0	3.3132	1.5898	1.3896	3.211	2.7268	1.0072	2.8217	1.541	3.0652	2.3477	2.6112	3.4046	6.7674	1.8914	3.5969	3.3205	3.99	1.8237
FKTN	0.0	8.58	2.5059	6.1518	6.2806	2.3306	1.511	4.6775	2.7803	7.8384	6.876	0.516	4.1803	0.0	5.9905	5.2118	5.0426	0.9855	3.4396	1.9523	5.2813	6.1481	2.2234	3.7655	3.0391	4.5515	2.3306	0.0	1.0	3.5705	1.541	4.8929	6.9189	2.9709	4.6588	4.9964	7.1593	0.0	4.3255	5.9609	1.9069	3.1359	1.0566	6.0772	0.9411	4.9718	0.0	0.0	2.0566	6.5526	1.1177	2.189	7.5865	5.0448	2.9373	5.3277	6.9726	1.6041	1.144	6.4411	4.4114	2.7803	0.0	2.1827	2.2898	0.0	3.3291	5.2118	1.0909	2.3219	4.3125	2.9745	7.0249	1.9373	4.5129	1.281	0.0	2.8379	6.5526	4.3038	0.9855	3.6218	2.8319	5.9885	0.0	2.5385	7.386	6.7278	1.144	4.0875	4.7164	3.2418	4.1342	5.2758	5.9217	0.6135	0.0	1.5509	1.9561	4.4449
FLT1	1.9561	8.3686	3.0858	7.56	9.2979	8.3337	1.9523	8.3061	2.5509	1.6135	7.4177	6.7793	3.957	0.0	8.7857	9.8974	6.8063	0.0	7.0064	2.3533	7.4452	11.1918	5.5053	6.0387	4.6147	9.0537	8.3337	3.1506	4.1119	7.816	7.2946	6.0611	6.993	7.2805	1.6781	8.161	5.0904	9.9753	6.8907	5.998	5.0875	6.3517	4.3234	4.4005	2.0072	6.1216	8.7313	4.7549	6.9878	7.0694	8.0906	8.1059	5.9841	6.189	9.274	9.5963	9.2497	5.7772	4.0875	6.9048	8.0958	2.5509	3.4209	7.4944	8.3358	5.8826	7.107	9.8974	8.3478	8.5913	2.5753	6.2494	10.5036	7.4083	8.2707	3.4087	8.4958	3.4712	7.0694	5.4992	0.0	8.1115	3.433	1.585	0.9411	6.4524	7.9616	4.9326	1.0	4.1522	7.2737	3.2388	8.5425	8.387	5.7732	10.7974	3.0426	8.9456	7.7148	4.0197
FN1	2.0	9.3083	8.6114	7.8889	8.9278	10.9815	7.3837	7.4919	6.8704	2.3219	7.0661	9.7279	5.3526	6.3923	8.2854	12.2668	6.4594	6.585	8.0606	7.3038	9.1267	12.3154	7.1699	6.7682	6.4429	9.1772	10.9815	9.8341	2.3219	1.0	9.2596	7.3923	5.3219	7.6199	3.1699	6.3219	8.9062	8.69	6.8704	6.3038	6.3863	8.3371	6.8202	8.4838	3.0	7.3923	0.0	3.1699	6.4919	5.905	8.6041	9.6074	7.4838	6.8329	8.9396	11.6456	4.585	6.8948	3.8074	7.2297	7.255	6.8704	7.7944	11.183	7.7211	7.3219	7.4261	12.2668	8.2046	11.6497	6.9658	7.7197	10.6597	8.817	7.2946	6.0224	6.4263	7.4757	5.905	6.0444	6.585	8.3129	11.0816	6.2479	7.3219	7.3554	4.858	2.0	7.7215	2.585	9.5774	0.0	8.2288	5.0	4.9542	12.3744	9.1705	11.519	9.5511	7.8391
FOXP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.9782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9486	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.9782	0.0
FREM2	2.4777	1.585	0.0	1.0286	6.7634	6.4767	1.0635	1.189	4.251	0.0	2.211	0.0	8.8724	0.0	0.0	4.5148	0.0	1.5898	1.7824	1.9449	1.0286	0.0	0.0	1.6462	1.7181	5.7981	6.4767	0.0	6.6174	6.483	0.0	2.3868	5.1493	1.2449	0.0	7.2181	0.0	0.0	1.8679	2.3674	1.9782	0.0	2.4828	6.3602	1.269	1.0704	1.0	0.0	0.0	2.5286	7.2721	7.0384	6.3702	1.9336	0.0	0.0	6.7451	1.1699	3.7004	2.0321	7.385	4.251	0.0	1.5898	2.0144	4.366	2.8319	4.5148	1.0356	0.0144	1.926	2.3074	7.9514	0.0	0.0	4.272	3.1795	2.568	2.5286	1.7004	1.5898	7.8981	2.5777	5.4192	2.3533	0.0	0.0	6.4764	0.8797	2.8135	6.246	1.6826	0.926	3.4249	1.8679	4.8222	1.0286	2.0072	0.0	0.0
GEN1	10.1034	3.9001	6.323	8.0295	0.0	1.7181	2.8875	4.3875	7.5677	4.6713	1.0	0.8639	5.4702	2.9449	2.1177	3.8904	4.0418	3.1276	8.184	3.0583	6.283	3.4449	6.1643	4.2653	9.7	9.669	1.7181	1.6871	2.3448	2.7071	1.5801	5.735	3.1554	7.0877	6.2456	8.911	3.3448	2.0772	2.1667	4.5625	2.0	3.3868	3.2311	6.9022	1.0	6.642	1.5898	0.0	7.1509	8.3098	5.5564	1.1827	3.903	5.6244	9.1493	2.0215	3.9964	7.6515	2.6041	6.5823	2.86	7.5677	2.6064	8.5229	5.3234	5.4604	5.4219	3.8904	3.4854	1.585	3.516	4.7724	2.6668	2.2928	7.435	3.6171	5.3366	4.0652	8.3098	7.0986	3.1276	6.9264	4.5273	2.8319	2.4383	7.2202	7.7863	3.8084	4.0426	1.3448	4.7944	2.0391	8.0528	3.4647	2.3363	7.1535	4.0409	3.6814	8.3185	8.8435
GIN1	3.9764	0.0	1.5059	0.0	0.0	0.0	8.3364	1.0426	2.546	0.0	0.0	0.0	6.7009	0.0	1.6736	1.9069	2.0	0.0	0.669	0.0	4.8822	0.9709	0.0	1.257	6.4263	1.6415	0.0	1.9069	0.0	0.9107	4.0	1.9598	0.0	2.278	0.0	0.0	1.4906	1.6041	2.729	1.1375	2.2839	1.111	1.3448	2.1276	0.3219	1.373	2.254	0.0	2.3505	1.9964	1.0215	2.2449	4.9551	3.2172	2.6826	1.585	2.0321	3.479	1.0	2.8972	6.2944	2.546	0.0	1.0426	1.3448	2.067	1.0	1.9069	2.8156	3.9069	0.0	1.5945	1.546	4.3882	0.0	2.2141	3.2464	2.1043	1.9964	1.5656	0.0	0.0	1.546	5.1703	7.6425	4.8089	0.0	0.0	2.1309	1.2203	3.8094	0.0	6.7683	1.0	1.2388	1.5945	2.0072	2.4542	3.303	1.844
GLIPR1	0.0	0.0	0.0	4.4647	2.4463	0.0	6.0444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1342	0.0	0.0	0.0	0.0	0.0	1.7613	0.0	0.0	0.0	0.0	2.025	0.0	0.0	5.8344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7706	0.0	0.0	0.0	5.9998	0.0	0.0	0.0	0.0	0.0	0.0	2.7355	0.0	0.0	1.157	0.0	0.0	3.5777	0.0	0.0	1.9184	0.0	1.1309	0.0	0.0	0.0	0.0	0.0	0.0	5.7706	1.257	0.0	3.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9672	0.0	1.6871	0.0	0.0	0.0	0.0	0.0	4.5987	0.0
GNG11	0.0	7.7616	9.6843	9.8933	8.29	2.3219	9.0389	8.2527	0.0	9.9411	0.0	8.7482	0.0	0.0	7.1497	8.5546	5.4919	1.0	6.5022	9.2691	9.9801	11.3922	9.3728	7.7616	5.9307	2.585	2.3219	11.1137	1.585	0.0	0.0	7.1396	0.0	6.7549	0.0	7.4838	5.9773	10.5093	4.3219	0.0	0.0	0.0	9.2989	0.0	0.0	5.2854	2.585	0.0	6.7944	2.585	0.0	9.5392	6.3219	4.9069	9.0553	8.2097	8.5999	2.3219	0.0	5.9069	0.0	0.0	2.585	0.0	6.9658	5.3923	7.585	8.5546	9.3487	8.9359	7.6582	1.585	11.1755	9.3902	10.4863	3.9069	0.0	8.8758	2.585	7.0	1.0	2.585	1.0	9.7108	8.6073	1.0	1.0	0.0	6.4263	0.0	9.3743	0.0	9.9129	0.0	5.585	8.9773	9.3945	8.7846	7.8642	8.9379
GPC3	7.5848	0.0	0.0	0.0	0.0	0.0	6.7279	0.0	7.5236	0.0	4.9551	0.0	0.0	6.8455	0.0	7.7057	0.0	0.0	3.4594	0.0	0.0	10.4448	4.7549	4.585	0.0	4.858	0.0	0.0	7.5148	8.0925	8.0168	0.0	7.1699	0.0	7.0553	4.0875	5.858	0.0	0.0	6.9307	8.3439	0.0	0.0	6.5392	7.6147	0.0	5.3219	4.858	0.0	5.3923	6.8826	0.0	4.858	6.585	1.0	7.8269	7.8074	0.0	0.0	4.0875	7.9482	7.5236	0.0	8.3539	1.0	7.0875	4.0875	7.7057	4.2479	5.7814	1.0	1.0	0.0	0.0	5.5236	1.0	7.3663	0.0	5.3923	0.0	0.0	0.0	7.2095	0.0	1.0	5.2479	6.2095	2.0	1.0	1.585	7.375	3.5059	6.2288	3.9069	6.3397	5.2095	0.0	2.0	6.6866	6.3219
GPD2	5.5236	7.7748	5.0444	7.1799	7.2682	7.7279	7.3837	5.9069	5.1293	0.0	1.585	9.1497	0.0	4.9537	6.4135	1.585	2.8094	1.0	0.0	0.0	0.0	2.585	7.1799	4.585	7.5612	0.0	7.7279	1.0	0.0	7.098	7.6221	4.5236	1.0	2.3219	8.9159	8.2621	6.8074	0.0	6.8202	0.0	5.0099	0.0	1.0	2.585	5.3219	4.5236	8.721	8.5736	8.0444	6.156	6.0444	5.6156	7.6073	6.4757	0.0	5.9069	1.0	5.0875	4.0875	6.4757	2.8074	5.1293	0.0	1.585	3.1699	6.9307	6.5078	1.585	7.7549	1.0	1.0	6.5348	1.585	6.5699	0.0	8.8961	2.3219	1.585	6.156	7.7072	1.0	6.8202	0.0	1.0	0.0	5.0875	2.0	8.5812	1.0	2.0	0.0	1.585	3.0	1.0	0.0	2.0	1.0	6.8455	0.0	0.0
GPR83	0.0	1.6088	8.277	4.5777	4.9467	1.774	12.3514	7.504	3.1667	0.0	0.0	0.9928	8.455	1.546	10.2718	3.0738	7.48	3.3161	10.4748	1.7782	6.4571	1.0356	9.3015	3.3477	7.6792	10.0319	1.774	8.418	1.0841	1.757	0.0	7.8137	0.9782	6.7912	4.3964	5.8235	8.5858	1.0976	8.8068	1.5898	1.9449	9.8526	1.0072	8.2033	1.0	8.7238	0.0	0.0	2.254	6.9369	1.0286	7.693	7.4835	8.7462	3.5046	6.8449	2.406	2.3448	1.373	7.3026	0.0	3.1667	5.0041	1.4005	11.428	1.9184	8.7077	3.0738	10.2781	3.1747	6.7305	3.5323	1.6088	7.6012	10.3269	3.7115	0.0	3.466	6.9369	8.3616	3.3161	8.2441	1.774	8.0525	2.0704	8.7105	8.1638	0.0	3.645	0.0	8.8283	4.4718	10.1105	6.0936	1.0356	3.0179	9.1898	8.9409	9.0603	7.3152
GRAMD3	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.585	0.0	0.0	1.0	0.0	0.0	7.5079	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	6.7812	0.0	6.7682	0.0	0.0	0.0	0.0	0.0	2.3219	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	6.5392	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2853	0.0	0.0	0.0	0.0	0.0	2.8074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.585	1.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	3.4594	0.0	6.1497	0.0	0.0	0.0	6.3576	0.0	0.0	2.3219
GREM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.585	7.5774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.3923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7415	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUCY1A2	0.0	0.0	0.0	6.2479	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	5.7279	0.0	0.0	0.0	0.0	6.5622	0.0	0.0	0.0	2.8074	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.8074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	6.2854	0.0	0.0	0.0	0.0	0.0	0.0	6.3398	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	5.1293	0.0	0.0	1.0	0.0	0.0	0.0	3.7004	0.0	0.0	2.0	0.0	0.0	6.3825	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.585
HERC5	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.585	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	7.7004	0.0	0.0	0.0	0.0	0.0	3.4594	2.6229	8.4959	0.0	1.0	0.0	0.0	3.8074	1.9891	0.0	2.5826	1.585	0.0	7.3287	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	2.585	0.9561	0.0	1.0	3.0	2.3219	0.0	0.0	4.9083	0.0	0.0	0.0	1.5607	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.6582	0.0	0.0	1.5753	1.0	1.0
HIRA	6.4092	1.585	0.0	5.7004	2.3219	0.0	0.0	0.0	0.0	6.5392	6.8074	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.585	1.585	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.7004	2.0	5.3576	1.585	0.0	1.0072	6.0444	2.585	1.0	0.0	2.0	0.0	1.0	6.4917	0.0	0.0	1.585	5.6724	0.0	2.0	0.0	1.0	5.1699	0.0	4.858	3.7004	3.1699	6.3398	3.9069	3.3219	0.0	1.0	0.0	0.0	1.0	2.0	7.1293	5.0444	3.4594	0.0	5.8074	0.0	0.0	1.585	0.0	1.0	2.0	5.2479	1.0	4.0	1.0	0.0	0.0	1.0	3.585	2.8074	0.0	1.0	3.6904	4.0875	0.0	5.6724	3.4594	5.585	1.585	6.3038	1.0	5.2479	2.8074	4.0875	3.4594	6.4757
HMCN1	0.0	0.0	4.9069	1.0	6.0661	0.0	0.0	4.5236	4.7004	0.0	7.4837	3.9069	0.0	0.0	0.0	6.7279	0.0	0.0	0.0	0.0	7.1085	10.7423	1.0	0.0	0.0	5.7004	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2095	0.0	0.0	0.0	5.0444	0.0	6.4757	0.0	0.0	0.0	0.0	3.1699	5.6147	0.0	0.0	0.0	0.0	4.0875	0.0	0.0	0.0	0.0	7.8642	4.7004	0.0	1.0	0.0	2.8074	0.0	6.7279	0.0	1.585	0.0	4.2479	4.585	2.0	0.0	0.0	2.8074	0.0	3.1699	0.0	0.0	0.0	6.2668	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2668	0.0	0.0	0.0	0.0	4.9991	0.0	4.858	4.4594	0.0
HNRNPH2	8.2453	2.9964	4.9928	5.9359	6.1179	0.0	5.5068	7.8833	6.3273	0.0	0.0	0.0	7.1066	0.0	5.1305	0.0	5.6562	8.5036	3.1667	0.0	8.4719	5.5059	6.3618	3.9001	0.0	0.0	0.0	8.3003	3.841	6.1829	0.0	4.7049	0.0	0.0	0.0	6.406	0.0	7.4619	5.2961	0.0	8.6185	4.7164	3.1683	0.0	0.0	5.1926	0.0	0.0	4.5625	0.0	5.8632	6.3085	3.157	5.5521	7.0156	5.7325	6.5364	8.0024	0.0	3.6415	5.079	6.3273	0.0	0.0	5.1073	6.2132	4.3646	0.0	0.0	3.9345	6.2342	0.0	0.0	4.1715	9.8442	0.0	8.0084	0.0	0.0	4.6106	8.5036	4.5957	10.0788	0.0	0.0	6.105	5.7222	0.0	0.0	0.0	8.3204	0.0	9.4405	0.0	6.28	5.1449	9.3986	0.0	7.487	4.4835
HOPX	0.0	0.0	0.0	0.0	5.8826	6.375	0.0	2.3219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.2288	0.0	0.0	0.0	0.0	2.3219	0.0	0.0	0.0	0.0	0.0	0.0	4.5236	0.0	0.0	0.0	0.0	1.0	5.9307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2095	0.0	0.0	0.0	0.0	9.2551	5.4594	0.0	0.0	2.0	4.9069	0.0	0.0	0.0	4.5236	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3219	0.0	0.0	6.5699	0.0	0.0	0.0	0.0
HOXD13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HS6ST3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSD17B6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6439	0.0	0.0	1.0	3.7004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1699	5.8329	0.0	0.0	1.585	0.0	0.0	2.585	0.0	0.0	0.0	0.0	0.0	0.0	5.5236	0.0	0.0	5.2884	5.2854	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.4919	5.6439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3923	0.0	0.0	0.0	6.5999	0.0
