sample	H9.24h_066	H9.96h_029	H9.96h_180	H9.96h_095	H9.72h_094	H9.96h_056	H9.96h_165	H9.72h_050	H9.00hb4s_067	H9.72h_072	H9.12h_103	H9.96h_023	H9.36h_110	H9.24h_052	H9.72h_125	H9.96h_184	H9.36h_058	H9.96h_182	H9.72h_128	H9.96h_146	H9.96h_110	H9.96h_072	H9.72h_106	H9.72h_086	H9.36h_086	H9.36h_084	H9.96h_056	H9.72h_097	H9.00hb4s_056	H9.00hb4s_084	H9.24h_063	H9.96h_123	H9.00hb4s_058	H9.36h_112	H9.24h_054	H9.36h_163	H9.36h_083	H9.96h_179	H9.72h_034	H9.00hb4s_045	H9.00hb4s_096	H9.36h_010	H9.72h_068	H9.36h_029	H9.24h_029	H9.36h_147	H9.12h_062	H9.12h_043	H9.96h_104	H9.36h_103	H9.24h_021	H9.96h_192	H9.36h_126	H9.36h_171	H9.72h_105	H9.96h_040	H9.00hb4s_072	H9.72h_016	H9.12h_005	H9.36h_101	H9.00hb4s_087	H9.00hb4s_067	H9.96h_021	H9.72h_077	H9.36h_109	H9.00hb4s_053	H9.36h_119	H9.96h_184	H9.72h_029	H9.96h_059	H9.72h_040	H9.36h_170	H9.96h_039	H9.96h_116	H9.96h_169	H9.96h_175	H9.00hb4s_078	H9.96h_113	H9.36h_103	H9.36h_176	H9.96h_182	H9.36h_092	H9.96h_015	H9.96h_081	H9.96h_158	H9.36h_074	H9.36h_159	H9.24h_075	H9.72h_113	H9.12h_038	H9.96h_098	H9.24h_026	H9.72h_035	H9.24h_033	H9.00hb4s_016	H9.96h_114	H9.72h_087	H9.96h_160	H9.36h_096	H9.72h_111
BEND6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3219	0.0	0.0	7.2192	0.0	0.0	0.0	0.0	0.0	3.8074	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	1.0	0.7485	0.0	7.6113	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.858	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.585	2.3219	0.0	0.0	0.0	0.0	1.4005	5.7549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5801	0.0	0.0
C11orf82	0.0	0.0	0.0	3.8074	0.0	0.0	0.0	8.0619	7.3038	8.4959	0.0	0.0	2.8074	2.3306	5.9069	8.1497	2.8074	0.0	5.4912	2.0	7.0334	1.0	7.4998	7.3487	0.0	0.0	0.0	0.0	5.9544	8.5888	0.0	0.0	3.3219	3.7004	8.6557	3.3377	6.7554	0.0	6.3038	5.9542	0.0	1.585	0.0	0.0	5.6147	5.7814	5.3923	0.0	0.0	5.3635	5.3579	2.8074	6.9307	7.0334	5.4601	0.0	3.8074	1.0144	3.4594	5.3118	8.1922	7.3038	0.0	7.9658	8.8642	1.0	4.7004	8.1497	0.0	3.1699	1.0	2.3219	0.0	0.0	3.8094	0.0	8.1345	0.0	5.3635	5.2854	0.0	6.375	0.0	0.0	0.0	7.8265	5.3576	0.0	9.4898	5.4591	8.3957	6.0	1.585	2.3448	8.2621	6.6294	0.0	4.858	9.1778	1.0
C1S	6.5699	0.0	0.0	0.0	2.3219	0.0	0.0	3.1699	0.0	0.0	7.6795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.7549	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.5236	0.0	0.0	4.9542	0.0	0.0	0.0	0.0	0.0	6.6294	5.3923	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.585	0.0	2.8074	0.0	2.0	0.0	0.0	1.0	0.0	0.0	5.8329	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.3923	0.0	0.0	0.0	0.0	0.0	5.8329	5.6724	0.0	0.0	0.0	0.0	0.0
C2orf29	0.0	5.1699	3.7004	0.0	0.0	6.5546	0.0	5.3576	9.3639	0.0	2.8074	0.0	0.0	2.0	5.5546	0.0	3.4594	0.0	2.8074	0.0	0.0	0.0	4.858	4.8074	5.9307	5.4263	6.5546	0.0	5.7279	0.0	8.0615	4.0	0.0	6.1085	1.9855	6.0221	7.0112	7.9944	1.0	2.585	2.0	1.0	6.4429	0.0	3.0	3.3219	1.0	0.0	6.4094	0.0	1.0	0.0	6.3062	1.585	2.0	7.1799	4.9069	1.0	5.4594	6.4429	7.2759	9.3639	3.7004	3.1699	0.0	0.0	4.3219	0.0	0.0	2.585	2.585	2.0	0.0	2.8074	0.0	0.0	0.0	0.0	0.0	6.2288	0.0	4.0875	1.0	7.0875	8.4511	4.9069	5.9773	6.8138	0.0	3.9069	4.9542	0.0	3.7004	6.5078	0.0	2.0	4.6439	0.0	1.0	0.0
C6orf120	0.0	6.9806	0.0	7.9199	3.2449	4.3667	0.0	1.585	0.0	0.0	4.5236	0.0	0.0	4.0875	5.9542	0.0	3.7004	0.0	0.0	0.0	6.3707	1.585	4.7219	7.2403	5.3295	8.2584	4.3667	0.0	2.4777	0.0	0.0	4.0312	0.0	5.076	7.0818	7.7334	1.0072	1.0	2.5185	0.0	0.0	0.0	3.8074	0.0	9.4126	2.3868	4.9265	4.6882	0.0	5.0175	5.0343	7.5688	8.9309	4.5515	4.4336	0.0	0.0	4.5975	1.4114	1.0704	7.5158	0.0	0.0	0.0	3.3219	0.0	2.0942	0.0	0.0	4.9787	0.0	0.0	0.0	3.2311	0.0	0.0	2.2016	6.8222	5.0175	8.0214	0.0	6.8153	1.585	9.063	5.826	4.6058	3.5185	4.8074	1.6554	1.6554	1.0496	6.1085	9.9624	0.0	4.4128	2.3219	6.6762	0.0	4.585	5.8672
C7orf60	0.0	0.0	0.0	0.0	0.0	0.0	2.8074	0.0	0.0	2.3219	10.5407	3.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0224	0.0	0.0	0.0	0.0	0.0	1.0	6.4919	0.0	5.8074	5.0875	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.3219	0.0	0.0	4.7004	0.0	0.0	0.0	0.0	0.0	2.3219	0.0	9.1428	0.0	1.0	0.0	1.585	0.0	2.0	1.585	2.0	0.0	0.0	0.0	0.0	0.0	7.0334	0.0	0.0	0.0	1.585	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	2.3219	7.2854	0.0	0.0	1.585	0.0	0.0	0.0	1.0	5.8826	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.7279	4.3219	0.0	7.2668	0.0
C9orf170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CALB1	9.4217	0.0	0.0	3.3219	0.0	0.0	6.2095	0.0	1.0	0.0	10.3494	0.0	0.0	0.0	0.0	1.0	1.585	0.0	0.0	4.9069	2.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5392	1.0	0.0	0.0	8.0821	0.0	7.5622	6.5999	0.0	0.0	0.0	4.8074	8.309	0.0	0.0	0.0	6.1293	3.9069	8.4423	8.388	8.4179	0.0	7.6286	9.4221	5.3576	0.0	0.0	0.0	7.9658	0.0	7.2479	4.3923	6.7549	1.0	8.7688	0.0	0.0	0.0	0.0	1.0	0.0	4.4594	0.0	0.0	0.0	0.0	8.106	0.0	6.2854	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	6.375	0.0	0.0	0.0	11.6909	0.0	1.0	0.0	3.3219	8.1557	0.0	2.0	0.0	0.0	7.2668
CALCB	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.1988	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.6147	0.0	0.0	0.0	0.0	4.9542	0.0	0.0	0.0	0.0	0.0	2.3334	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8074	0.0	4.7004	0.0	0.0	7.1988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.9233	0.0	0.0	0.0	0.0	0.0	0.0	2.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.3219	0.0	0.0	4.585	6.4765	0.0	0.0	0.0	0.0
CALCRL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0821	0.0	0.0	0.0	0.0	0.0	0.0	9.1137	0.0	0.0	0.0	1.0	0.0	8.0498	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8.1575	0.0	0.0	0.0	0.0	0.0	9.0821	0.0	2.585	0.0	0.0	0.0	9.1137	0.0	7.3837	0.0	0.0	7.5546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7347	1.0	9.0981	0.0	0.0
CAPN7	1.0	0.0	0.0	8.8401	1.0	0.0	0.0	0.0	0.0	0.0	5.0444	3.1699	7.4179	0.0	2.0	0.0	4.585	0.0	5.7549	7.4429	1.0	1.0	3.585	3.4594	6.1898	7.3487	0.0	2.585	3.3219	1.0	2.3219	6.1497	0.0	2.8074	7.1699	4.1699	3.585	0.0	1.0	0.0	3.4906	1.585	1.0	0.0	0.0	3.1699	10.744	4.5236	2.3219	4.9542	8.633	4.0	6.8074	0.0	6.7415	0.0	0.0	0.0	0.0	3.585	2.8074	0.0	0.0	8.0553	8.0	0.0	6.8074	0.0	4.5236	3.0	0.0	0.0	0.0	1.0	2.585	3.4594	7.7882	2.0	4.9542	5.1293	0.0	5.2854	0.0	5.7814	0.0	2.3219	3.3219	4.6439	1.0	0.0	7.8826	2.0	0.0	7.7879	5.1293	0.0	0.0	0.0	4.858	1.0
CCDC112	1.0	1.0	0.0	0.0	0.0	0.0	5.2095	1.585	5.9307	1.0	7.1997	2.0	0.0	4.0	5.2854	0.0	3.8074	0.0	0.0	0.0	0.0	0.0	4.0875	0.0	6.5078	7.0553	0.0	0.0	4.4594	7.1073	0.0	0.0	3.4594	4.0875	0.0	0.0	0.0	0.0	4.6439	4.3219	7.1293	0.0	0.0	0.0	3.8074	0.0	0.0	1.0	1.0	0.0	7.1699	5.5065	6.4594	4.0875	0.0	0.0	7.7004	0.0	0.0	4.585	4.3226	5.9307	0.0	0.0	6.3219	5.0875	5.0444	0.0	3.9069	0.0	0.0	1.0	0.0	2.585	0.0	4.757	1.0	0.0	0.0	0.0	0.0	4.9069	1.585	0.0	0.0	1.0	0.0	0.0	1.0	2.585	0.0	0.0	8.0168	0.0	7.6511	1.0	1.0	0.0	0.0	0.0
CD24	10.2323	7.5242	6.6914	8.0878	7.0599	9.5037	0.0	7.9626	11.7704	10.546	11.6927	8.1551	9.5259	8.8328	9.4103	8.4105	7.661	4.5928	7.6716	6.86	3.7038	7.6238	9.3456	9.081	9.597	10.745	9.5037	7.5382	10.182	12.5119	10.3227	5.9458	10.8704	8.8167	10.6599	10.26	10.2904	9.9608	7.3001	10.6058	12.2402	8.9582	6.0301	7.4456	11.281	8.8827	11.1425	9.4359	6.155	9.5671	10.5205	2.9467	9.4006	10.3783	8.0286	6.007	11.7618	7.8573	9.5312	8.8173	11.9901	11.7704	0.0	10.5975	9.1059	10.9798	7.6991	8.4105	8.2317	8.8685	7.7988	9.8373	8.0992	5.9602	7.5644	2.4647	11.3663	6.2932	9.5671	9.6534	4.5928	9.481	8.8846	7.3378	5.4482	8.3419	8.9261	10.5125	7.4305	8.2424	6.4702	8.9053	9.559	9.5264	12.1257	10.8675	9.3996	5.7682	9.7068	7.8028
CD48	0.0	7.3663	0.0	10.4624	9.7482	1.585	8.0334	9.42	0.0	9.6979	0.0	1.585	0.0	0.0	2.3219	0.0	6.9656	6.9887	8.7313	1.0	9.4342	2.3219	7.7211	2.0	0.0	0.0	1.585	4.3219	0.0	0.0	0.0	6.0	0.0	3.8074	0.0	1.0	4.9542	1.0	0.0	0.0	0.0	5.3576	1.0	1.0	0.0	4.858	0.0	0.0	8.3707	0.0	2.3219	10.7082	0.0	4.0875	7.098	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5491	5.585	0.0	0.0	0.0	0.0	8.8796	5.7814	7.0226	0.0	1.0	8.3443	6.375	11.6759	0.0	11.0954	0.0	0.0	6.9887	0.0	5.2095	7.1293	1.0	0.0	0.0	0.0	8.4679	0.0	0.0	3.4594	0.0	0.0	0.0	1.585	3.0	2.0	5.2479	5.7921
CDH13	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	8.2432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.3275	0.0	0.0	2.3219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.4594	0.0	0.0	0.0	0.0	0.0	0.0	4.3923	0.0	0.0	7.0553	0.0	0.0	0.0	0.0	0.0	0.0	1.585	2.3219	0.0	0.0	0.0	0.0	0.0	7.7615	0.0	0.0	0.0	4.8074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8074	0.0	0.0	0.0	0.0	4.2479	0.0	0.0	0.0	0.0	8.4346	0.0	0.0	0.0	0.0
CENPQ	0.0	0.0	5.8324	0.0	0.0	0.0	0.0	0.0	7.7549	3.585	1.585	0.0	3.585	7.1799	8.1948	0.0	0.0	5.7549	4.2479	0.0	2.585	0.0	2.585	5.8377	4.0875	7.0	0.0	4.3923	5.8329	7.7747	5.5236	0.0	1.0	6.3923	1.0	3.3219	4.701	0.0	1.585	6.1898	6.7018	1.0	2.0	7.8138	3.4594	6.3038	0.0	0.0	0.0	3.4594	7.3576	8.1344	4.0	1.0	6.4919	0.0	0.0	2.3219	11.6063	3.585	1.0	7.7549	7.2288	6.4919	7.098	6.1497	4.7549	0.0	0.0	7.2846	0.0	0.0	0.0	0.0	7.96	6.4919	3.8074	0.0	3.4594	1.585	5.7549	6.5236	0.0	7.5314	0.0	3.7004	6.4757	0.0	0.0	4.7004	0.0	6.1085	1.585	1.0	7.9944	6.5699	8.9039	0.0	5.9882	0.0
CFC1	1.0	0.0	6.2854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5236	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	3.4594	0.0	4.0875	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0875	1.0	0.0	0.0	2.3219	0.6323	0.0	0.0	4.4594	2.0356	0.0	0.0	0.0	1.0	0.0	2.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6323	2.585	1.0	2.3219	0.0	0.0	0.0	1.0	1.4114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHN2	0.0	0.0	0.0	0.0	0.0	4.5236	0.0	0.0	0.0	0.0	4.0875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.5236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	2.585	0.0	0.0	0.0	0.0	7.1699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
CHUK	4.4594	6.3923	3.0	7.9129	4.6439	0.0	0.0	6.2095	0.0	0.0	0.0	0.0	2.8074	0.0	3.585	0.0	3.4594	0.0	0.0	9.014	1.0	0.0	1.0	1.0	2.0	8.2143	0.0	3.0	0.0	8.1396	5.4919	0.0	0.0	1.0	1.585	8.2713	4.858	0.0	0.0	0.0	0.0	8.2668	1.585	0.0	3.7004	4.3219	5.1699	5.1699	0.0	3.1699	0.0	0.0	3.0	7.3576	6.9425	0.0	2.0	0.0	4.5236	4.4594	0.0	0.0	1.585	7.8516	8.5812	0.0	5.7549	0.0	0.0	7.2192	1.0	1.585	1.0	3.7004	0.0	0.0	6.2095	0.0	3.1699	8.0392	0.0	5.2854	0.0	0.0	0.0	5.7004	6.7415	6.3029	0.0	5.4919	2.585	2.585	0.0	7.6366	5.4263	7.3663	0.0	0.0	1.0	5.3219
CLEC12B	0.0	0.0	0.0	0.0	0.0	0.0	0.5753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.856	0.0	1.0	0.9928	0.0	0.0	0.0	0.0	0.9561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3674	0.0	0.0	0.0	0.0
CNKSR2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.5236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9928	0.0	0.0	0.0	5.1181	0.0	0.0	0.0	0.0	1.5801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9069	0.0	0.0	0.0	0.0	0.0
COL19A1	0.0	0.0	0.0	0.0	3.1699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7004	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3219	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7004	0.0	2.3219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL3A1	0.0	2.3219	4.3219	1.0	4.0	11.1667	0.0	5.5236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1589	0.0	0.0	0.0	1.585	0.0	12.6207	0.0	0.0	0.0	0.0	11.1667	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7534	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	10.1589	0.0	10.2981	0.0	0.0	8.9213	7.9658	4.7549	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8.8764	2.3219	0.0	0.0	0.0	0.0	0.0	0.0	8.8611	0.0	0.0	0.0	0.0	10.5179	0.0	3.4594	0.0	0.0
COL4A1	4.3923	9.4136	5.1699	8.1497	7.1898	10.4929	6.4429	7.7549	2.8074	8.1948	1.0	6.5232	7.3398	4.0	7.8009	10.5186	3.0	7.1599	6.7279	8.3264	3.9059	12.166	6.8948	7.6221	6.0875	8.0224	10.4929	8.9773	0.0	0.0	7.1699	7.375	6.3398	7.2816	6.8826	5.9069	0.0	11.2366	6.8202	1.585	0.9928	5.5546	2.8074	0.0	0.0	3.8963	0.0	0.0	6.3219	2.8074	2.3219	5.9542	3.7004	8.1396	7.6294	10.9099	6.7814	7.7279	4.0875	5.0	3.0	2.8074	8.8202	2.3219	5.0875	0.0	6.0224	10.5186	7.4346	10.5516	2.0	1.0	6.7942	8.2715	1.0	7.96	1.585	8.1991	2.8074	4.8339	7.1599	6.3232	9.0553	8.738	8.6257	7.4094	6.2288	1.0	6.0875	4.9542	9.5488	4.9542	7.0334	2.0	4.0875	9.8993	9.1599	8.5919	8.3319	3.7004
COL6A3	0.0	2.0	0.0	1.0	3.7004	9.445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0875	0.0	0.0	0.0	1.0	0.0	11.2229	0.0	0.0	0.0	1.0	9.445	0.0	0.0	0.0	2.3219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	8.0875	0.0	8.6036	0.0	0.0	9.5774	5.585	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	8.4956	0.0	0.0	0.0	0.0	0.0	0.0	6.9542	0.0	0.0	0.0	0.0	8.4838	0.0	5.0444	0.0	0.0
COL6A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9069	0.0	8.0056	0.0	0.0	3.4594	0.0	0.0	0.0	0.0	0.0	5.7549	0.0	2.8074	0.0	0.0	0.0	5.1699	0.0	0.0	5.0444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.585	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.3219	0.0	0.0	2.585	6.2479	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.585	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3219	0.0	0.0	2.585	0.0	0.0	0.0	0.0	5.5236	0.0	8.5161	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	4.3923	0.0
CREB5	0.0	0.0	3.0	0.0	1.585	6.375	0.0	0.9336	0.0	0.0	0.0	0.0	1.2079	0.0	0.0	2.5969	0.0	0.0	1.585	0.0	0.0841	9.4421	1.9709	2.3219	2.1043	1.0	6.375	0.0	0.0	1.0	0.0	0.0	0.9928	1.669	1.0	1.0	2.3132	9.0715	4.0144	0.0	1.0	3.0	1.4906	1.0	0.0	4.1699	0.0	0.0	2.3248	0.0	0.0	0.0	0.6871	0.9782	0.6229	0.0	0.0	0.9782	0.0	1.3896	1.0	0.0	0.0	1.585	1.0	0.0	3.3205	2.5969	0.0	0.0	2.0	0.0	0.0	4.4594	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.5993	1.585	0.0	0.0	2.8074	3.0	0.0	1.0	0.0	0.0	1.0	2.8074	0.0	1.585	1.0	1.8319	1.0	0.0	0.0
CREM	3.3219	7.9542	6.7549	0.0	5.2095	0.0	4.8074	0.0	2.0	4.7634	4.585	0.0	6.4919	0.0	2.8074	8.1085	0.0	0.0	4.585	0.0	0.0	11.2877	0.0	3.585	0.0	5.3388	0.0	3.9069	3.4594	2.9653	2.0036	4.585	2.0	5.0875	5.1699	6.1098	0.0	0.0	0.0	4.1699	7.3487	0.0	3.1635	0.0	4.238	6.6147	4.5236	1.0	1.0	5.8826	4.2479	0.0	3.1699	3.3219	0.0	6.2668	2.585	0.0	0.0	4.858	6.1085	2.0	0.0	1.0	6.0444	2.3219	5.155	8.1085	6.5392	4.7549	6.5546	0.0	7.4757	0.0	0.0	0.0	4.8074	4.6439	5.8826	6.7814	0.0	3.4594	0.0	4.3219	0.0	5.0444	1.585	7.0875	4.7004	7.7682	0.0	5.6334	5.0444	6.4429	6.1085	7.9062	0.0	7.1898	0.0	3.7004
CRHBP	0.0	3.585	1.585	7.6935	10.6053	11.1452	6.1703	6.0444	0.0	1.0	0.0	8.1948	0.0	0.0	8.9137	11.2185	0.0	1.0	1.0	6.4919	4.5236	12.5498	0.0	0.0	1.0	0.0	11.1452	0.0	0.0	6.3576	0.0	5.6441	0.0	0.0	0.0	4.0875	0.0	11.8368	5.0	0.0	0.0	0.0	4.858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5469	1.0	0.0	8.4008	10.3084	0.0	3.1699	0.0	0.0	0.0	0.0	3.585	1.0	0.0	0.0	2.8074	11.2185	3.8074	12.9746	3.3219	0.0	11.3867	9.1447	1.585	8.5661	0.0	3.1699	0.0	0.0	1.0	3.9069	4.2479	10.7184	7.9944	0.0	0.0	0.0	6.9773	0.0	10.5246	0.0	3.585	0.0	0.0	13.6414	1.585	11.2294	0.0	6.7549
CYP1B1	9.0541	1.585	4.858	0.0	4.1699	2.0	7.6582	0.0	0.0	8.1722	0.0	2.3219	2.585	7.1602	6.2479	0.0	5.7004	0.0	6.4258	0.0	3.7004	1.585	4.0909	3.585	7.4179	10.3894	2.0	2.8074	0.0	0.0	10.3671	0.0	0.0	6.2854	9.4637	9.1624	8.8074	5.6439	4.5236	0.0	0.0	6.9906	6.9307	4.2479	11.2034	8.1813	0.0	3.0	0.0	0.0	7.6582	5.3219	7.6943	7.0875	3.1699	0.0	0.0	2.585	4.1699	7.1088	0.0	0.0	3.3219	11.998	8.0223	0.0	8.8475	0.0	1.0	7.8455	4.6439	3.1699	11.3246	0.0	6.2095	1.0	0.0	0.0	0.0	4.5236	0.0	6.9773	2.0	9.134	1.0	10.0918	8.098	9.2794	0.0	5.0444	6.8826	9.4814	9.7221	10.5172	0.0	4.5236	2.0	7.2408	9.3105	0.0
